Sr. No.,Remitter Bank,Total Volume,Approved%,BD%,TD%,Year,Month,Remitter Bank Clean,Bank_Type,TD_Percent,BD_Percent,Approved_Percent
25,Standard Chartered,2500,0.94,0.0579999999999999,0.002,2022,december,standard chartered,Private Sector,0.2,5.79999999999999,94.0
26,Saraswat Bank,2351,0.9149,0.0817,0.0034,2022,december,saraswat bank,Other/Cooperative,0.33999999999999997,8.17,91.49000000000001
27,Bandhan Bank,2284,0.9142,0.0674,0.0184,2022,december,bandhan bank,Private Sector,1.8399999999999999,6.74,91.42
28,Karnataka Bank,2104,0.8341,0.0271,0.1388,2022,december,karnataka bank,Private Sector,13.88,2.71,83.41
29,South Indian Bank,1503,0.9275,0.0719,0.0007,2022,december,south indian bank,Private Sector,0.06999999999999999,7.19,92.75
30,Kalupur Commercial Cooperative Bank,1402,0.9201,0.0735,0.0064,2022,december,kalupur commercial cooperative bank,Other/Cooperative,0.64,7.35,92.01
31,DBS BANK LTD,1393,0.9131,0.0855,0.0014,2022,december,dbs bank ltd,Other/Cooperative,0.13999999999999999,8.55,91.31
32,Equitas Bank,1262,0.9303,0.0174,0.0523,2022,december,equitas bank,Other/Cooperative,5.2299999999999995,1.7399999999999998,93.03
33,Karur Vysya Bank,1391,0.8361,0.1438,0.0200999999999999,2022,december,karur vysya bank,Private Sector,2.00999999999999,14.38,83.61
34,RBL,1194,0.8476,0.1039,0.0484999999999999,2022,december,rbl,Private Sector,4.84999999999999,10.39,84.76
35,Punjab and Sind Bank,1086,0.9015,0.0727,0.0258,2022,december,punjab and sind bank,Public Sector,2.58,7.2700000000000005,90.14999999999999
36,Tamilnad Mercantile Bank,939,0.9233,0.0756,0.0011,2022,december,tamilnad mercantile bank,Other/Cooperative,0.11,7.5600000000000005,92.33
37,DCB Bank Ltd,725,0.9103,0.0718,0.0179,2022,december,dcb bank ltd,Other/Cooperative,1.79,7.180000000000001,91.03
38,City Union Bank,684,0.9152,0.0716,0.0132,2022,december,city union bank,Private Sector,1.32,7.16,91.52
39,HSBC,840,0.6798000000000001,0.2880999999999999,0.0321,2022,december,hsbc,Other/Cooperative,3.2099999999999995,28.80999999999999,67.98
40,Svc co-operative bank ltd,604,0.9222,0.0778,0.0,2022,december,svc co-operative bank ltd,Other/Cooperative,0.0,7.779999999999999,92.22
41,Surat People Cooperative Bank,526,0.8308,0.1502,0.019,2022,december,surat people cooperative bank,Other/Cooperative,1.9,15.02,83.08
42,TJSB,454,0.8744,0.1168,0.0088,2022,december,tjsb,Other/Cooperative,0.88,11.68,87.44
43,THE AHMEDABAD MERCANTILE CO OP BANK LTD,392,0.9617,0.0255,0.0128,2022,december,the ahmedabad mercantile co op bank ltd,Other/Cooperative,1.28,2.55,96.17
44,Jammu and Kashmir Bank,384,0.7943000000000001,0.1848999999999999,0.0208,2022,december,jammu and kashmir bank,Other/Cooperative,2.08,18.48999999999999,79.43
45,Janata Sahakari Bank Ltd. Pune,141,0.9362,0.0638,0.0,2022,december,janata sahakari bank ltd. pune,Other/Cooperative,0.0,6.38,93.62
46,Dhanlaxmi Bank Ltd,166,0.7770999999999999,0.2229,0.0,2022,december,dhanlaxmi bank ltd,Other/Cooperative,0.0,22.29,77.71
47,GP PARSIK BANK,110,0.9182,0.0636,0.0182,2022,december,gp parsik bank,Other/Cooperative,1.82,6.36,91.82000000000001
48,Catholic Syrian Bank,106,0.8962,0.0849,0.0189,2022,december,catholic syrian bank,Other/Cooperative,1.8900000000000001,8.49,89.62
1,State Bank Of India,283327,0.8855,0.1016,0.0129,2022,august,state bank of india,Public Sector,1.29,10.16,88.55
2,HDFC Bank Ltd.,156231,0.9374,0.0604,0.0022,2022,august,hdfc bank ltd.,Other/Cooperative,0.22,6.04,93.74
3,Bank of Baroda,108446,0.9207,0.0789,0.0004,2022,august,bank of baroda,Public Sector,0.04,7.89,92.07
4,ICICI Bank,104285,0.9447,0.0469,0.0084,2022,august,icici bank,Private Sector,0.84,4.6899999999999995,94.47
5,Axis Bank,65282,0.9116,0.0733,0.0151,2022,august,axis bank,Private Sector,1.51,7.33,91.16
6,Punjab National Bank,49159,0.9145,0.0781,0.0074,2022,august,punjab national bank,Public Sector,0.74,7.8100000000000005,91.45
7,Kotak Mahindra Bank,44177,0.9398,0.0595,0.0007,2022,august,kotak mahindra bank,Private Sector,0.06999999999999999,5.949999999999999,93.97999999999999
8,Bank of India,44157,0.9346,0.0641,0.0013,2022,august,bank of india,Public Sector,0.13,6.41,93.46
9,Union Bank of India,38301,0.9101,0.0894,0.0005,2022,august,union bank of india,Public Sector,0.05,8.94,91.01
10,Canara Bank,23791,0.9088,0.0795,0.0116999999999999,2022,august,canara bank,Public Sector,1.16999999999999,7.95,90.88000000000001
11,IDBI Bank Limited,19153,0.9396,0.0588999999999999,0.0015,2022,august,idbi bank limited,Public Sector,0.15,5.88999999999999,93.96
12,Central Bank Of India,19512,0.8743000000000001,0.0715,0.0542,2022,august,central bank of india,Public Sector,5.42,7.1499999999999995,87.43
13,INDUSIND BANK,10463,0.9188,0.0787,0.0026,2022,august,indusind bank,Private Sector,0.26,7.870000000000001,91.88
14,Indian Bank,11825,0.7559,0.0819,0.1621999999999999,2022,august,indian bank,Public Sector,16.21999999999999,8.19,75.59
15,Yes Bank,8911,0.9,0.0999,0.0001,2022,august,yes bank,Private Sector,0.01,9.99,90.0
16,IDFC FIRST Bank,8620,0.9075,0.0807,0.0118,2022,august,idfc first bank,Private Sector,1.18,8.07,90.75
17,UCO Bank,7991,0.8222,0.1730999999999999,0.0047,2022,august,uco bank,Public Sector,0.47000000000000003,17.309999999999988,82.22
18,Bank of Maharashtra,6488,0.9146,0.0763,0.0091,2022,august,bank of maharashtra,Public Sector,0.91,7.630000000000001,91.46
19,The Mehsana Urban Co-Operative Bank Ltd,6287,0.9332,0.0655,0.0013,2022,august,the mehsana urban co-operative bank ltd,Other/Cooperative,0.13,6.550000000000001,93.32000000000001
20,Indian Overseas Bank,5002,0.882,0.1144,0.0036,2022,august,indian overseas bank,Public Sector,0.36,11.44,88.2
21,Rajkot Nagrik Sahakari Bank Ltd.,4616,0.9359,0.0635,0.0006,2022,august,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.06,6.35,93.58999999999999
22,Federal Bank,4145,0.8736,0.1245,0.0019,2022,august,federal bank,Private Sector,0.19,12.45,87.36
23,AU Small Finance bank,3993,0.7939,0.0836,0.1225,2022,august,au small finance bank,Other/Cooperative,12.25,8.36,79.39
24,Bandhan Bank,2981,0.9027,0.0765,0.0208,2022,august,bandhan bank,Private Sector,2.08,7.6499999999999995,90.27
25,Standard Chartered,2644,0.9315,0.0572,0.0113,2022,august,standard chartered,Private Sector,1.13,5.72,93.15
26,Saraswat Bank,2519,0.9246,0.075,0.0004,2022,august,saraswat bank,Other/Cooperative,0.04,7.5,92.46
27,Citibank,5806,0.3862,0.6087,0.0051,2022,august,citibank,Other/Cooperative,0.51,60.870000000000005,38.62
28,Karnataka Bank,2541,0.8748999999999999,0.1039,0.0212,2022,august,karnataka bank,Private Sector,2.12,10.39,87.49
29,Karur Vysya Bank,1994,0.8365,0.1444,0.0191,2022,august,karur vysya bank,Private Sector,1.91,14.44,83.65
30,South Indian Bank,1953,0.8223,0.1777,0.0,2022,august,south indian bank,Private Sector,0.0,17.77,82.23
31,Kalupur Commercial Cooperative Bank,1722,0.9019,0.0882,0.0099,2022,august,kalupur commercial cooperative bank,Other/Cooperative,0.9900000000000001,8.82,90.19
32,DBS BANK LTD,1577,0.941,0.059,0.0,2022,august,dbs bank ltd,Other/Cooperative,0.0,5.8999999999999995,94.1
33,Punjab and Sind Bank,1320,0.9167,0.0826,0.0007,2022,august,punjab and sind bank,Public Sector,0.06999999999999999,8.260000000000002,91.67
34,Equitas Bank,1254,0.8859999999999999,0.0366999999999999,0.0773,2022,august,equitas bank,Other/Cooperative,7.7299999999999995,3.66999999999999,88.6
35,Tamilnad Mercantile Bank,1142,0.9098,0.0823,0.0079,2022,august,tamilnad mercantile bank,Other/Cooperative,0.79,8.23,90.98
36,RBL,1176,0.858,0.1378,0.0042,2022,august,rbl,Private Sector,0.42,13.780000000000001,85.8
37,City Union Bank,865,0.8913,0.0948,0.0139,2022,august,city union bank,Private Sector,1.39,9.48,89.13
38,HSBC,739,0.9337,0.0379,0.0283999999999999,2022,august,hsbc,Other/Cooperative,2.83999999999999,3.7900000000000005,93.37
39,DCB Bank Ltd,768,0.8919,0.0925,0.0156,2022,august,dcb bank ltd,Other/Cooperative,1.5599999999999998,9.25,89.19
40,Surat People Cooperative Bank,705,0.8595999999999999,0.1291,0.0113,2022,august,surat people cooperative bank,Other/Cooperative,1.13,12.91,85.96
41,Svc co-operative bank ltd,622,0.9502,0.0498,0.0,2022,august,svc co-operative bank ltd,Other/Cooperative,0.0,4.9799999999999995,95.02000000000001
42,THE AHMEDABAD MERCANTILE CO OP BANK LTD,561,0.9305,0.0356999999999999,0.0338,2022,august,the ahmedabad mercantile co op bank ltd,Other/Cooperative,3.38,3.5699999999999896,93.05
1,State Bank Of India,1241693,0.8587,0.1343,0.007,2022,may,state bank of india,Public Sector,0.7000000000000001,13.43,85.87
2,HDFC Bank Ltd,726223,0.9181,0.077,0.0049,2022,may,hdfc bank ltd,Other/Cooperative,0.49,7.7,91.81
3,ICICI Bank,518390,0.9479,0.0511,0.001,2022,may,icici bank,Private Sector,0.1,5.11,94.78999999999999
4,Axis Bank Ltd,313970,0.9119,0.086,0.0021,2022,may,axis bank ltd,Other/Cooperative,0.21,8.6,91.19
5,Bank of Baroda,290459,0.8843000000000001,0.1139,0.0018,2022,may,bank of baroda,Public Sector,0.18,11.39,88.43
6,Punjab National Bank,196619,0.889,0.1077999999999999,0.0032,2022,may,punjab national bank,Public Sector,0.32,10.77999999999999,88.9
7,Kotak Mahindra Bank,181078,0.8104,0.1859,0.0037,2022,may,kotak mahindra bank,Private Sector,0.37,18.59,81.04
8,Union Bank of India,171266,0.9011,0.0983,0.0006,2022,may,union bank of india,Public Sector,0.06,9.83,90.11
9,Bank of India,138784,0.9118,0.0875,0.0007,2022,may,bank of india,Public Sector,0.06999999999999999,8.75,91.18
10,Canara Bank,107535,0.8819,0.1009999999999999,0.0171,2022,may,canara bank,Public Sector,1.71,10.099999999999989,88.19
11,IDBI Bank Limited,85482,0.9201,0.0794,0.0005,2022,may,idbi bank limited,Public Sector,0.05,7.9399999999999995,92.01
12,Central Bank Of India,63422,0.8941,0.1014,0.0045,2022,may,central bank of india,Public Sector,0.44999999999999996,10.14,89.41
13,Indian Bank,48321,0.8741,0.1119,0.0139999999999999,2022,may,indian bank,Public Sector,1.39999999999999,11.19,87.41
14,Bank of Maharashtra,41603,0.8920999999999999,0.1055,0.0024,2022,may,bank of maharashtra,Public Sector,0.24,10.549999999999999,89.21
15,Citibank,37756,0.9411,0.0584,0.0005,2022,may,citibank,Other/Cooperative,0.05,5.84,94.11
16,IndusInd Bank,34911,0.8972,0.1011,0.0017,2022,may,indusind bank,Private Sector,0.16999999999999998,10.11,89.72
17,Yes Bank Ltd,30248,0.8326,0.1671,0.0003,2022,may,yes bank ltd,Other/Cooperative,0.03,16.71,83.26
18,UCO Bank,30171,0.883,0.1143,0.0027,2022,may,uco bank,Public Sector,0.27,11.43,88.3
19,IDFC FIRST Bank,27629,0.8793000000000001,0.1157,0.005,2022,may,idfc first bank,Private Sector,0.5,11.57,87.93
20,Indian Overseas Bank,24902,0.8765000000000001,0.1221,0.0014,2022,may,indian overseas bank,Public Sector,0.13999999999999999,12.21,87.65
21,Federal Bank,23106,0.8162,0.1832,0.0006,2022,may,federal bank,Private Sector,0.06,18.32,81.62
22,Standard Chartered,20162,0.9304,0.0688,0.0008,2022,may,standard chartered,Private Sector,0.08,6.88,93.04
23,Karnataka Bank,15905,0.8473,0.1308,0.0219,2022,may,karnataka bank,Private Sector,2.19,13.08,84.73
24,Saraswat Bank,15175,0.8317,0.118,0.0503,2022,may,saraswat bank,Other/Cooperative,5.029999999999999,11.799999999999999,83.17
25,Karur Vysya Bank,10864,0.8079999999999999,0.171,0.021,2022,may,karur vysya bank,Private Sector,2.1,17.1,80.8
26,Bandhan Bank,10313,0.8797,0.0999,0.0204,2022,may,bandhan bank,Private Sector,2.04,9.99,87.97
27,South Indian Bank,9766,0.8728,0.1258,0.0014,2022,may,south indian bank,Private Sector,0.13999999999999999,12.58,87.28
28,AU Small Finance bank,8484,0.8825,0.1125999999999999,0.0049,2022,may,au small finance bank,Other/Cooperative,0.49,11.25999999999999,88.25
29,The Mehsana Urban Co-Operative Bank Ltd.,8381,0.9039,0.0953,0.0008,2022,may,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.08,9.53,90.39
30,DBS Bank Ltd,8324,0.9296,0.0674,0.003,2022,may,dbs bank ltd,Other/Cooperative,0.3,6.74,92.96
31,City Union Bank,6154,0.8615999999999999,0.136,0.0024,2022,may,city union bank,Private Sector,0.24,13.600000000000001,86.16
32,Punjab and Sind Bank,5871,0.8753,0.1243,0.0004,2022,may,punjab and sind bank,Public Sector,0.04,12.43,87.53
33,RBL Bank,5282,0.8359000000000001,0.1422,0.0219,2022,may,rbl bank,Other/Cooperative,2.19,14.219999999999999,83.59
34,HSBC Bank,5165,0.916,0.0288,0.0552,2022,may,hsbc bank,Other/Cooperative,5.52,2.88,91.60000000000001
35,Jammu and Kashmir Bank,4975,0.5775,0.2702,0.1523,2022,may,jammu and kashmir bank,Other/Cooperative,15.229999999999999,27.02,57.75
36,Rajkot Nagrik Sahakari Bank Ltd.,4844,0.9286,0.064,0.0074,2022,may,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.74,6.4,92.86
37,Tamilnad Mercantile Bank,4527,0.8619,0.1058,0.0323,2022,may,tamilnad mercantile bank,Other/Cooperative,3.2300000000000004,10.58,86.19
38,TJSB Sahakari Bank Ltd,3727,0.8326,0.1331,0.0343,2022,may,tjsb sahakari bank ltd,Other/Cooperative,3.4299999999999997,13.309999999999999,83.26
39,Svc co-operative bank ltd,3692,0.9103,0.0878,0.0019,2022,may,svc co-operative bank ltd,Other/Cooperative,0.19,8.780000000000001,91.03
40,Equitas Small Finance Bank,3577,0.8845000000000001,0.1003999999999999,0.0151,2022,may,equitas small finance bank,Other/Cooperative,1.51,10.03999999999999,88.45
41,The Kalupur Commercial Co-op Bank,2990,0.9207,0.0709,0.0084,2022,may,the kalupur commercial co-op bank,Other/Cooperative,0.84,7.090000000000001,92.07
42,DCB Bank Ltd,2746,0.835,0.1639,0.0011,2022,may,dcb bank ltd,Other/Cooperative,0.11,16.39,83.5
43,Janata Sahakari Bank Ltd. Pune,1739,0.8994,0.0989,0.0017,2022,may,janata sahakari bank ltd. pune,Other/Cooperative,0.16999999999999998,9.89,89.94
44,Surat People Cooperative Bank,1486,0.7221,0.2651,0.0128,2022,may,surat people cooperative bank,Other/Cooperative,1.28,26.51,72.21
45,Dhanlaxmi Bank Ltd,1234,0.8468000000000001,0.1499,0.0033,2022,may,dhanlaxmi bank ltd,Other/Cooperative,0.33,14.99,84.68
46,DBS Bank India Limited,1214,0.8353,0.1557,0.009,2022,may,dbs bank india limited,Other/Cooperative,0.8999999999999999,15.57,83.53
47,Catholic Syrian Bank,1085,0.847,0.1392,0.0138,2022,may,catholic syrian bank,Other/Cooperative,1.38,13.919999999999998,84.7
48,The Ahmedabad Mercantile Co-op Bank Ltd,1063,0.9163,0.0555,0.0282,2022,may,the ahmedabad mercantile co-op bank ltd,Other/Cooperative,2.82,5.55,91.63
49,GP Parsik Bank,768,0.9076,0.0898,0.0026,2022,may,gp parsik bank,Other/Cooperative,0.26,8.98,90.75999999999999
1,State Bank Of India,292388,0.861,0.1016,0.0374,2022,april,state bank of india,Public Sector,3.74,10.16,86.1
2,HDFC Bank Ltd,152011,0.9063,0.0562,0.0375,2022,april,hdfc bank ltd,Other/Cooperative,3.75,5.62,90.63
3,Bank of Baroda,106031,0.8870999999999999,0.1124,0.0005,2022,april,bank of baroda,Public Sector,0.05,11.24,88.71
4,ICICI Bank,102895,0.953,0.0458,0.0012,2022,april,icici bank,Private Sector,0.12,4.58,95.3
5,Axis Bank Ltd.,64058,0.9268,0.0654,0.0078,2022,april,axis bank ltd.,Other/Cooperative,0.7799999999999999,6.54,92.67999999999999
6,Punjab National Bank,50693,0.909,0.0805,0.0105,2022,april,punjab national bank,Public Sector,1.05,8.05,90.9
7,Kotak Mahindra Bank,43241,0.9333,0.0582,0.0085,2022,april,kotak mahindra bank,Private Sector,0.8500000000000001,5.82,93.33
8,Bank of India,42336,0.9306,0.0605,0.0089,2022,april,bank of india,Public Sector,0.89,6.05,93.06
9,Union Bank of India,37475,0.9293,0.0676,0.0031,2022,april,union bank of india,Public Sector,0.31,6.76,92.93
10,Canara Bank,24181,0.9151,0.0746,0.0103,2022,april,canara bank,Public Sector,1.03,7.46,91.51
11,IDBI Bank Limited,19219,0.9333,0.0579999999999999,0.0087,2022,april,idbi bank limited,Public Sector,0.8699999999999999,5.79999999999999,93.33
12,Central Bank Of India,19171,0.9152,0.0803,0.0045,2022,april,central bank of india,Public Sector,0.44999999999999996,8.03,91.52
13,Indian Bank,10343,0.9157,0.0777,0.0066,2022,april,indian bank,Public Sector,0.66,7.7700000000000005,91.57
14,IndusInd Bank,9736,0.9281,0.0684,0.0035,2022,april,indusind bank,Private Sector,0.35000000000000003,6.84,92.81
15,UCO Bank,7627,0.9251,0.0726,0.0023,2022,april,uco bank,Public Sector,0.22999999999999998,7.26,92.51
16,Yes Bank Ltd,7582,0.8863,0.1134,0.0003,2022,april,yes bank ltd,Other/Cooperative,0.03,11.34,88.63
17,IDFC FIRST Bank,7309,0.9291,0.0683,0.0026,2022,april,idfc first bank,Private Sector,0.26,6.83,92.91
18,Bank of Maharashtra,6934,0.8356999999999999,0.1007,0.0636,2022,april,bank of maharashtra,Public Sector,6.36,10.07,83.57
19,The Mehsana Urban Co-Operative Bank Ltd.,6215,0.9353,0.0644,0.0003,2022,april,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.03,6.4399999999999995,93.53
20,Citibank,5072,0.9631,0.0366999999999999,0.0002,2022,april,citibank,Other/Cooperative,0.02,3.66999999999999,96.31
21,Indian Overseas Bank,4991,0.9114,0.087,0.0016,2022,april,indian overseas bank,Public Sector,0.16,8.7,91.14
22,Rajkot Nagrik Sahakari Bank Ltd.,4005,0.9233,0.0692,0.0075,2022,april,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.75,6.92,92.33
23,Federal Bank,3819,0.8675,0.132,0.0005,2022,april,federal bank,Private Sector,0.05,13.200000000000001,86.75
24,Saraswat Bank,3119,0.6951,0.0567,0.2482,2022,april,saraswat bank,Other/Cooperative,24.82,5.67,69.51
25,AU Small Finance bank,2930,0.9038,0.0915,0.0047,2022,april,au small finance bank,Other/Cooperative,0.47000000000000003,9.15,90.38000000000001
26,Standard Chartered,2924,0.9508,0.0492,0.0,2022,april,standard chartered,Private Sector,0.0,4.92,95.08
27,Bandhan Bank,2867,0.9163,0.0698,0.0139,2022,april,bandhan bank,Private Sector,1.39,6.98,91.63
28,Karnataka Bank,2313,0.9118,0.0709,0.0173,2022,april,karnataka bank,Private Sector,1.73,7.090000000000001,91.18
29,Karur Vysya Bank,1889,0.8703,0.1233,0.0064,2022,april,karur vysya bank,Private Sector,0.64,12.33,87.03
30,DBS Bank Ltd,1866,0.9475,0.0509,0.0016,2022,april,dbs bank ltd,Other/Cooperative,0.16,5.09,94.75
31,Kalupur Commercial Cooperative Bank,1653,0.9449,0.0513999999999999,0.0037,2022,april,kalupur commercial cooperative bank,Other/Cooperative,0.37,5.13999999999999,94.49
32,South Indian Bank,1639,0.9182,0.0793,0.0025,2022,april,south indian bank,Private Sector,0.25,7.93,91.82000000000001
33,Punjab and Sind Bank,1341,0.8970999999999999,0.1022,0.0007,2022,april,punjab and sind bank,Public Sector,0.06999999999999999,10.22,89.71
34,RBL Bank,1106,0.8969,0.0967,0.0064,2022,april,rbl bank,Other/Cooperative,0.64,9.67,89.69
35,Tamilnad Mercantile Bank,1037,0.9257,0.0723,0.002,2022,april,tamilnad mercantile bank,Other/Cooperative,0.2,7.23,92.57
36,Equitas Small Finance Bank,899,0.9221,0.0679,0.01,2022,april,equitas small finance bank,Other/Cooperative,1.0,6.79,92.21000000000001
37,City Union Bank,781,0.9014,0.096,0.0026,2022,april,city union bank,Private Sector,0.26,9.6,90.14
38,DCB Bank Ltd,727,0.8652,0.1293,0.0055,2022,april,dcb bank ltd,Other/Cooperative,0.5499999999999999,12.93,86.52
39,HSBC Bank,674,0.954,0.0163,0.0297,2022,april,hsbc bank,Other/Cooperative,2.97,1.63,95.39999999999999
40,Surat People Cooperative Bank,611,0.91,0.09,0.0,2022,april,surat people cooperative bank,Other/Cooperative,0.0,9.0,91.0
41,Svc co-operative bank ltd,599,0.9215,0.0634,0.0151,2022,april,svc co-operative bank ltd,Other/Cooperative,1.51,6.34,92.15
42,The Ahmedabad Mercantile Co-op Bank Ltd,561,0.9376,0.0428,0.0196,2022,april,the ahmedabad mercantile co-op bank ltd,Other/Cooperative,1.96,4.279999999999999,93.76
43,TJSB Sahakari Bank Ltd,464,0.847,0.1056,0.0474,2022,april,tjsb sahakari bank ltd,Other/Cooperative,4.74,10.56,84.7
44,Janata Sahakari Bank Ltd. Pune,238,0.6765000000000001,0.1471,0.1764,2022,april,janata sahakari bank ltd. pune,Other/Cooperative,17.64,14.71,67.65
45,Dhanlaxmi Bank Ltd,192,0.9115,0.0833,0.0052,2022,april,dhanlaxmi bank ltd,Other/Cooperative,0.52,8.33,91.14999999999999
46,Catholic Syrian Bank,120,0.8917,0.1,0.0083,2022,april,catholic syrian bank,Other/Cooperative,0.83,10.0,89.17
47,GP Parsik Bank,116,0.9397,0.0603,0.0,2022,april,gp parsik bank,Other/Cooperative,0.0,6.03,93.97
1,State Bank Of India,860070,0.9204,0.0788,0.0008,2022,november,state bank of india,Public Sector,0.08,7.88,92.04
2,HDFC BANK LTD,479677,0.9427,0.0565,0.0008,2022,november,hdfc bank ltd,Other/Cooperative,0.08,5.65,94.27
3,Bank of Baroda,332715,0.929,0.0704,0.0006,2022,november,bank of baroda,Public Sector,0.06,7.04,92.9
4,ICICI Bank,318268,0.9535,0.0445,0.002,2022,november,icici bank,Private Sector,0.2,4.45,95.35
